count,n_trades
0,55.76957695769577
1,27.380738073807382
2,11.305130513051305
3,3.9063906390639067
4,1.3501350135013501
5,0.21602160216021601
6,0.018001800180018002
7,0.018001800180018002
8,0.018001800180018002
10,0.018001800180018002
