count,n_trades
0,32.54695017848828
1,24.150240571162502
2,16.28123544932485
3,10.988669874282166
4,6.67390966940866
5,3.8180971597082105
6,2.3746701846965697
7,1.6607170572714574
8,0.7139531274251125
9,0.31041440322830977
10,0.15520720161415488
11,0.15520720161415488
12,0.09312432096849294
13,0.06208288064566196
15,0.01552072016141549
