count,n_trades
0,29.490124023886082
1,29.32169652426887
2,20.471596998928188
3,11.361200428724544
4,5.57341907824223
5,2.220180676772317
6,0.949318634206094
7,0.3674781809830041
8,0.13780431786862654
9,0.06124636349716736
10,0.03062318174858368
12,0.01531159087429184
