count,n_trades
0,17.607383741569045
1,22.62454147438173
2,20.95609986983789
3,16.246598035735417
4,10.377470121879067
5,6.164950893385398
6,3.2422198556383863
7,1.3607857058336292
8,0.7218080700508815
9,0.41415217134066973
10,0.1538279493551059
11,0.08283043426813394
12,0.023665838362323985
13,0.011832919181161992
14,0.011832919181161992
