count,n_trades
0,43.34415584415584
1,29.6969696969697
2,14.783549783549784
3,7.348484848484849
4,2.9004329004329006
5,1.2337662337662338
6,0.45454545454545453
7,0.1406926406926407
8,0.06493506493506493
9,0.021645021645021644
10,0.010822510822510822
