count,n_trades
0,39.42828979793001
1,29.053721044849677
2,16.054706752094628
3,8.748151798915723
4,4.1522917693445045
5,1.6264169541646132
6,0.6899950714637753
7,0.1232134056185313
8,0.09857072449482504
9,0.02464268112370626
