count,n_trades
0,27.500636294222446
1,22.83023670145075
2,18.007126495291423
3,12.95495036905065
4,8.093662509544414
5,4.937643166200051
6,2.5960804275897176
7,1.4889284805293967
8,0.7762789513871213
9,0.5217612624077373
10,0.08908119114278443
11,0.12725884448969205
12,0.025451768897938407
13,0.025451768897938407
15,0.012725884448969204
16,0.012725884448969204
