count,n_trades
0,35.99500935745477
1,27.744853399875236
2,16.952588895820337
3,9.388646288209607
4,5.286961946350592
5,2.604491578290705
6,1.2008733624454149
7,0.4834684965689333
8,0.21834061135371177
9,0.0779787897691828
10,0.031191515907673113
11,0.015595757953836557
